EXPLAIN
TAG	CV
TITLE	LABEL	Cyclic Voltammetry	Test &Identifier
DATE	LABEL	10/16/2018	Date
TIME	LABEL	11:46:46	Time
NOTES	NOTES	1	&Notes...
	
PSTAT	PSTAT	REF600-21050	Potentiostat
VINIT	POTEN	-5.00000E-001	F	Initial &E (V)
VLIMIT1	POTEN	4.00000E-001	F	Scan Limit &1 (V)
VLIMIT2	POTEN	-5.00000E-001	F	Scan Limit &2 (V)
VFINAL	POTEN	-5.00000E-001	F	Final &E (V)
SCANRATE	QUANT	2.49999E+002	&Scan Rate (mV/s)
STEPSIZE	QUANT	5.00000E-001	St&ep Size (mV)
CYCLES	IQUANT	2	C&ycles (#)
IMODE	SELECTOR	1	I/E Range &Mode
IRANGE	QUANT	1.00000E+001	&Max Current (mA)
AREA	QUANT	1.00000E+000	Electrode &Area (cm^2)
ELECTRODETYPE	SELECTOR	1	Electrode Type
STRIPPING	TOGGLE	F	Used for Stripping
POLARITY	TOGGLE	F	Signal Polarity
CONDIT	TWOPARAM	F	1.50000E+001	0.00000E+000	Conditionin&g	Time(s)	E(V)
DELAY	TWOPARAM	F	3.00000E+001	0.00000E+000	Init. De&lay	Time(s)	Stab.(mV/s)
EQDELAY	QUANT	1.00000E+001	Equil. &Time (s)
IRCOMP	SELECTOR	0	IRCom&p
PFCOR	QUANT	3.32000E+001	PF Corr. (ohm)
SAMPLINGMODE	SELECTOR	1	Sampling &Mode
EOC	QUANT	0	Open Circuit (V)
PSTATMODEL	IQUANT	4	Pstat Model
PSTATSECTION	LABEL	REF600-21050	Pstat Section
PSTATSERIALNO	LABEL	21050	Pstat Serial Number
CTRLMODE	IQUANT	1	Control Mode
IESTAB	IQUANT	2	I/E Stability
CASPEED	IQUANT	2	Control Amp Speed
CONVENTION	IQUANT	1	Current Convention
ICHRANGE	IQUANT	2	Ich Range
ICHRANGEMODE	TOGGLE	F	Ich Auto Range
ICHOFFSETENABLE	TOGGLE	F	Ich Offset Enable
ICHOFFSET	QUANT	0	Ich Offset (V)
ICHFILTER	IQUANT	2	Ich Filter
VCHRANGE	IQUANT	2	Vch Range
VCHRANGEMODE	TOGGLE	F	Vch Auto Range
VCHOFFSETENABLE	TOGGLE	F	Vch Offset Enable
VCHOFFSET	QUANT	0	Vch Offset (V)
VCHFILTER	IQUANT	2	Vch Filter
ACHRANGE	IQUANT	2	Ach Range
ACHOFFSETENABLE	TOGGLE	F	Ach Offset Enable
ACHOFFSET	QUANT	0	Ach Offset (V)
ACHFILTER	IQUANT	1	Ach Filter
IERANGELOWERLIMIT	IQUANT	1	I/E Range Lower Limit
IERANGEMODE	TOGGLE	F	I/E AutoRange
IERANGE	IQUANT	10	I/E Range
POSFEEDENABLE	TOGGLE	F	Positive Feedback IR Comp
POSFEEDRESISTANCE	QUANT	0	Positive Feedback Resistance (ohm)
ACHSELECT	IQUANT	0	Ach Select
CABLEID	IQUANT	13	Cable ID
DCCALDATE	LABEL	8/29/2018	DC Calibration Date
ACCALDATE	LABEL	8/29/2018	AC Calibration Date
THERMOSELECT	IQUANT	1	Thermo Select
FRAMEWORKVERSION	QUANT	6.32	Framework Version
INSTRUMENTVERSION	LABEL	3.50	Instrument Version
CURVE1	TABLE
	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over
	#	s	V vs. Ref.	A	V	V	V	#	bits
	0	0.002	-5.00140E-001	-1.00335E-004	0.00000E+000	-5.00000E-001	7.68494E-004	10	...........
	1	0.004	-4.99623E-001	-1.00419E-004	0.00000E+000	-4.99500E-001	7.80994E-004	10	...........
	2	0.006	-4.99090E-001	-1.00085E-004	0.00000E+000	-4.99000E-001	7.93494E-004	10	...........
	3	0.008	-4.98502E-001	-9.93352E-005	0.00000E+000	-4.98500E-001	7.85160E-004	10	...........
	4	0.01	-4.98190E-001	-9.96685E-005	0.00000E+000	-4.98000E-001	7.97660E-004	10	...........
	5	0.012	-4.97577E-001	-9.92518E-005	0.00000E+000	-4.97500E-001	7.93494E-004	10	...........
	6	0.014	-4.97094E-001	-9.93352E-005	0.00000E+000	-4.97000E-001	8.14327E-004	10	...........
	7	0.016	-4.96602E-001	-9.84185E-005	0.00000E+000	-4.96500E-001	7.64327E-004	10	...........
	8	0.018	-4.96069E-001	-9.97518E-005	0.00000E+000	-4.96000E-001	7.76827E-004	10	...........
	9	0.02	-4.95686E-001	-9.93352E-005	0.00000E+000	-4.95500E-001	7.72661E-004	10	...........
	10	0.022	-4.95111E-001	-9.94185E-005	0.00000E+000	-4.95000E-001	7.97660E-004	10	...........
	11	0.024	-4.94557E-001	-9.99185E-005	0.00000E+000	-4.94500E-001	8.01827E-004	10	...........
	12	0.026	-4.94182E-001	-9.94185E-005	0.00000E+000	-4.94000E-001	7.93494E-004	10	...........
	13	0.028	-4.93615E-001	-9.92518E-005	0.00000E+000	-4.93500E-001	8.05993E-004	10	...........
	14	0.03	-4.93132E-001	-9.92518E-005	0.00000E+000	-4.93000E-001	8.14327E-004	10	...........
	15	0.032	-4.92615E-001	-9.89185E-005	0.00000E+000	-4.92500E-001	7.80994E-004	10	...........
	16	0.034	-4.92103E-001	-9.83351E-005	0.00000E+000	-4.92000E-001	7.97660E-004	10	...........
	17	0.036	-4.91678E-001	-9.95018E-005	0.00000E+000	-4.91500E-001	8.10160E-004	10	...........
	18	0.038	-4.91132E-001	-9.85851E-005	0.00000E+000	-4.91000E-001	7.64327E-004	10	...........
	19	0.04	-4.90611E-001	-9.88351E-005	0.00000E+000	-4.90500E-001	8.01827E-004	10	...........
	20	0.042	-4.90157E-001	-9.90851E-005	0.00000E+000	-4.90000E-001	7.80994E-004	10	...........
	21	0.044	-4.89619E-001	-9.87518E-005	0.00000E+000	-4.89500E-001	7.76827E-004	10	...........
	22	0.046	-4.89161E-001	-9.80851E-005	0.00000E+000	-4.89000E-001	7.76827E-004	10	...........
	23	0.048	-4.88640E-001	-9.87518E-005	0.00000E+000	-4.88500E-001	7.72661E-004	10	...........
	24	0.05	-4.88107E-001	-9.82518E-005	0.00000E+000	-4.88000E-001	7.68494E-004	10	...........
	25	0.052	-4.87715E-001	-9.77518E-005	0.00000E+000	-4.87500E-001	7.85160E-004	10	...........
	26	0.054	-4.87132E-001	-9.80851E-005	0.00000E+000	-4.87000E-001	8.22660E-004	10	...........
	27	0.056	-4.86615E-001	-9.80018E-005	0.00000E+000	-4.86500E-001	7.72661E-004	10	...........
	28	0.058	-4.86186E-001	-9.84185E-005	0.00000E+000	-4.86000E-001	7.97660E-004	10	...........
