EXPLAIN
TAG	CV
TITLE	LABEL	Cyclic Voltammetry	Test &Identifier
DATE	LABEL	10/16/2018	Date
TIME	LABEL	11:15:07	Time
NOTES	NOTES	1	&Notes...
	
PSTAT	PSTAT	REF600-21050	Potentiostat
VINIT	POTEN	-5.00000E-001	F	Initial &E (V)
VLIMIT1	POTEN	4.00000E-001	F	Scan Limit &1 (V)
VLIMIT2	POTEN	-5.00000E-001	F	Scan Limit &2 (V)
VFINAL	POTEN	-5.00000E-001	F	Final &E (V)
SCANRATE	QUANT	9.99998E+001	&Scan Rate (mV/s)
STEPSIZE	QUANT	5.00000E-001	St&ep Size (mV)
CYCLES	IQUANT	1	C&ycles (#)
IMODE	SELECTOR	1	I/E Range &Mode
IRANGE	QUANT	1.00000E+001	&Max Current (mA)
AREA	QUANT	1.00000E+000	Electrode &Area (cm^2)
ELECTRODETYPE	SELECTOR	1	Electrode Type
STRIPPING	TOGGLE	F	Used for Stripping
POLARITY	TOGGLE	F	Signal Polarity
CONDIT	TWOPARAM	F	1.50000E+001	0.00000E+000	Conditionin&g	Time(s)	E(V)
DELAY	TWOPARAM	F	3.00000E+001	0.00000E+000	Init. De&lay	Time(s)	Stab.(mV/s)
EQDELAY	QUANT	1.00000E+001	Equil. &Time (s)
IRCOMP	SELECTOR	0	IRCom&p
PFCOR	QUANT	3.32000E+001	PF Corr. (ohm)
SAMPLINGMODE	SELECTOR	1	Sampling &Mode
EOC	QUANT	0	Open Circuit (V)
PSTATMODEL	IQUANT	4	Pstat Model
PSTATSECTION	LABEL	REF600-21050	Pstat Section
PSTATSERIALNO	LABEL	21050	Pstat Serial Number
CTRLMODE	IQUANT	1	Control Mode
IESTAB	IQUANT	2	I/E Stability
CASPEED	IQUANT	2	Control Amp Speed
CONVENTION	IQUANT	1	Current Convention
ICHRANGE	IQUANT	2	Ich Range
ICHRANGEMODE	TOGGLE	F	Ich Auto Range
ICHOFFSETENABLE	TOGGLE	F	Ich Offset Enable
ICHOFFSET	QUANT	0	Ich Offset (V)
ICHFILTER	IQUANT	2	Ich Filter
VCHRANGE	IQUANT	2	Vch Range
VCHRANGEMODE	TOGGLE	F	Vch Auto Range
VCHOFFSETENABLE	TOGGLE	F	Vch Offset Enable
VCHOFFSET	QUANT	0	Vch Offset (V)
VCHFILTER	IQUANT	2	Vch Filter
ACHRANGE	IQUANT	2	Ach Range
ACHOFFSETENABLE	TOGGLE	F	Ach Offset Enable
ACHOFFSET	QUANT	0	Ach Offset (V)
ACHFILTER	IQUANT	1	Ach Filter
IERANGELOWERLIMIT	IQUANT	1	I/E Range Lower Limit
IERANGEMODE	TOGGLE	F	I/E AutoRange
IERANGE	IQUANT	10	I/E Range
POSFEEDENABLE	TOGGLE	F	Positive Feedback IR Comp
POSFEEDRESISTANCE	QUANT	0	Positive Feedback Resistance (ohm)
ACHSELECT	IQUANT	0	Ach Select
CABLEID	IQUANT	13	Cable ID
DCCALDATE	LABEL	8/29/2018	DC Calibration Date
ACCALDATE	LABEL	8/29/2018	AC Calibration Date
THERMOSELECT	IQUANT	1	Thermo Select
FRAMEWORKVERSION	QUANT	6.32	Framework Version
INSTRUMENTVERSION	LABEL	3.50	Instrument Version
CURVE1	TABLE
	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over
	#	s	V vs. Ref.	A	V	V	V	#	bits
	0	0.005	-5.00232E-001	-9.77851E-005	0.00000E+000	-5.00000E-001	8.16827E-004	10	...........
	1	0.01	-4.99722E-001	-9.75518E-005	0.00000E+000	-4.99500E-001	8.30160E-004	10	...........
	2	0.015	-4.99214E-001	-9.78184E-005	0.00000E+000	-4.99000E-001	8.18493E-004	10	...........
	3	0.02	-4.98692E-001	-9.73518E-005	0.00000E+000	-4.98500E-001	8.15160E-004	10	...........
	4	0.025	-4.98207E-001	-9.69851E-005	0.00000E+000	-4.98000E-001	8.18493E-004	10	...........
	5	0.03	-4.97626E-001	-9.68851E-005	0.00000E+000	-4.97500E-001	8.13493E-004	10	...........
	6	0.035	-4.97329E-001	-9.66184E-005	0.00000E+000	-4.97000E-001	8.16827E-004	10	...........
	7	0.04	-4.96697E-001	-9.69184E-005	0.00000E+000	-4.96500E-001	8.20160E-004	10	...........
	8	0.045	-4.96154E-001	-9.67851E-005	0.00000E+000	-4.96000E-001	8.18493E-004	10	...........
	9	0.05	-4.95796E-001	-9.68851E-005	0.00000E+000	-4.95500E-001	8.13493E-004	10	...........
	10	0.055	-4.95194E-001	-9.67184E-005	0.00000E+000	-4.95000E-001	8.26826E-004	10	...........
	11	0.06	-4.94711E-001	-9.62517E-005	0.00000E+000	-4.94500E-001	8.38493E-004	10	...........
	12	0.065	-4.94234E-001	-9.65184E-005	0.00000E+000	-4.94000E-001	8.00160E-004	10	...........
	13	0.07	-4.93679E-001	-9.63184E-005	0.00000E+000	-4.93500E-001	8.10160E-004	10	...........
	14	0.075	-4.93196E-001	-9.63517E-005	0.00000E+000	-4.93000E-001	8.18493E-004	10	...........
	15	0.08	-4.92724E-001	-9.66184E-005	0.00000E+000	-4.92500E-001	8.10160E-004	10	...........
	16	0.085	-4.92174E-001	-9.63517E-005	0.00000E+000	-4.92000E-001	8.08493E-004	10	...........
	17	0.09	-4.91701E-001	-9.64851E-005	0.00000E+000	-4.91500E-001	8.08493E-004	10	...........
	18	0.095	-4.91197E-001	-9.57850E-005	0.00000E+000	-4.91000E-001	8.23493E-004	10	...........
	19	0.1	-4.90747E-001	-9.58850E-005	0.00000E+000	-4.90500E-001	8.28493E-004	10	...........
	20	0.105	-4.90231E-001	-9.56850E-005	0.00000E+000	-4.90000E-001	8.31826E-004	10	...........
	21	0.11	-4.89673E-001	-9.58184E-005	0.00000E+000	-4.89500E-001	8.13493E-004	10	...........
	22	0.115	-4.89256E-001	-9.57850E-005	0.00000E+000	-4.89000E-001	8.18493E-004	10	...........
	23	0.12	-4.88728E-001	-9.57517E-005	0.00000E+000	-4.88500E-001	8.16827E-004	10	...........
	24	0.125	-4.88208E-001	-9.54850E-005	0.00000E+000	-4.88000E-001	8.20160E-004	10	...........
	25	0.13	-4.87779E-001	-9.51517E-005	0.00000E+000	-4.87500E-001	8.11827E-004	10	...........
	26	0.135	-4.87226E-001	-9.52850E-005	0.00000E+000	-4.87000E-001	8.20160E-004	10	...........
	27	0.14	-4.86739E-001	-9.47183E-005	0.00000E+000	-4.86500E-001	8.23493E-004	10	...........
	28	0.145	-4.86244E-001	-9.50517E-005	0.00000E+000	-4.86000E-001	8.16827E-004	10	...........
